sentence,difficulty_label
Nach 15 Minuten ist Thalia an der Haltestelle „Universität“.,A2
Seinen Namen „Sächsische Schweiz“ soll es zwei Schweizer Künstlern verdanken.,C1
"Der kleine Inselstaat versucht, mit dieser originellen Marketing-Idee etwas bekannter zu werden.",B2
Oder du nimmst eine Wohnung in einem Dorf.,A2
Metropolen strahlen um die Wette und verkünden: Wir haben die Dunkelheit besiegt.,C2
"Private Postkartengrüße, die mit gruseliger Handschrift auf der Rückseite beschrieben sind, konnten wir gar nicht erst entziffern.",C2
Ab wann kann ein kleines Kind eigentlich laufen?,A2
"Fotos und Videos: Entscheiden Sie, welche Sie behalten • wollen und entfernen Sie den Rest.",B1
"Im Herzen der Stadt steht ein 90 Meter hoher Turm, der sogenannte „Daniel“.",B1
Überraschenderweise ist das Interesse an Spiele-Apps und Online-Spielen in dieser Altersgruppe noch gering.,B2
"Und 9 Prozent haben es irgendwo vergessen, aber später wieder gefunden.",B1
"Religiöse Eiferer haben im Laufe der Menschheitsgeschichte nicht nur Tausende Menschen zum Tode verurteilt, hingerichtet und ermordet, sie haben auch zahllose Kriege angefacht.",C2
Aber nur für circa 370 Millionen ist Englisch die Muttersprache.,B1
Und nach 15 Jahren haben Sie eigentlich fast alle Risiken relativ dezimiert.,B2
1519 wurde er dann zum deutschen Kaiser gekrönt.,B1
"Allerdings: Viele Berliner leben in Angst, ihr Zuhause zu verlieren.",C1
"Kein Lehrer wird all diesen Anforderungen perfekt genügen können und aus diesem Wissen heraus mauern die meisten, wenn es darum geht, in einen offenen Dialog mit Eltern und Schülern zu treten.",C2
"Und da ist … Hallo, ich hab’ Sie auf dem Zettel.",A1
Mitten in diesem Fluss sitzt ein großer Elefant aus Stein.,B1
"Diese Redewendung aus der Fußballsprache hat auch eine übertragene Bedeutung, die diese Passanten so erklären: „Von der Gesellschaft nicht mehr anerkannt werden.",C1
Er machte das für eine Werbekampagne von Coca Cola.,B1
"Die Schwalben wie auch die Menschen suchen nach Wärme und Geborgenheit, spüren die Sehnsucht nach der Heimat und nach all den geliebten Menschen.",C2
Jede Person kann maximal 50 Kilo abgeben.,A2
Karl der Große hatte die mittelalterliche Kapelle als Teil seiner Kaiserpfalz errichten lassen.,C1
Viel älter als der Gedenktag ist natürlich das Wort „Mutter“ selbst.,C1
Nach zwei Wochen ist der Vogel gesund.,A1
"Und jetzt sind wir inzwischen 18 Perchten, Nikolaus, zwei Engel, Korbträger.",A2
An ihnen nahmen jedoch ausschließlich Griechen teil.,C1
Eine rollende Bibliothek bietet den Reisenden viel Lesestoff zur Vergangenheit Deutschlands und Polens.,B2
"Vor dem Lenker sitzt der auf zwei Autorädern montierte , mit Planen geschützte Aufbau und den beiden kleinen, mit Kerzen bestückten Laternen.",C2
Und dass das wirklich was erreichen wird – dass wir werden was erreichen.,A2
“ „Faulpelz“ oder auch „Faultier“ ist eine ausdrucksstarke Bezeichnung für einen trägen oder arbeitsunlustigen Menschen.,C1
"Mit ihr kann man den Umfang eines Kreises ausrechnen: Pi = 3,14, aber die exakte Zahl hat noch viel mehr Stellen nach dem Komma.",B2
"Für ihn ist die schönste, aber auch arbeitsreichste Zeit, wenn die weiblichen Schafe lammen .",B2
"“, fragt der Kellner ein wenig später.",A2
Nach fünf Minuten ist dort ein Geldautomat an der Ecke.,A2
"In der DDR lebten 1989 rund 16,4 Millionen Menschen.",A2
Lena wartet im Park auf ihre Freunde.,A1
"Und ein kleines Geheimnis verrät Restaurantleiterin Hildburg Abel noch: „Am allerbesten schmeckt der Grünkohl ohnehin, wenn man ihn am nächsten Tag aufwärmt.",C1
Lotta und ihr Vater gehen in ein Zimmer mit Stühlen und Tischen.,A1
"Es gibt aber drei Gründe, die gegen das Essen im Gehen sprechen: Erstens isst man schneller.",B1
"Er ist von den Studierenden unter Beratung durch die Fakultät selbst zu organisieren, und sie haben vor Antritt dafür Sorge zu tragen, dass die im Ausland erbrachten Studienleistungen oder die belegten Module anerkannt und auf den Studiengang angerechnet werden.",C2
Passiert ist das einer Frau in Bielefeld.,A2
"Rückfällig werde man, so Rüther, erst ab der zweiten Zigarette.",C1
"Wer will, kann auf mehr als 1100 verschiedene Gipfel klettern oder zwischen ungewöhnlich geformten Steinen durch fast unberührte Landschaften wandern und unterm Sternenhimmel übernachten.",C1
"Also das ist, es ist magerer und es ist weicher als [wie] Schwein.",A2
"Es gab innere Briefe von Familie und Gesellschaft, die sorgfältig gelesen werden mussten.",C2
"Das ist sozusagen eigentlich die Struktur, die man da im späten 19. Jahrhundert überall feststellen kann.",C1
"Sie suchen dort keine Pizza, sondern zum Beispiel Smartphones, USB-Sticks und SIM-Karten.",B1
In der Tasche sind Gläser und Teller.,A1
"Autos, die per App mit Smartphone oder Tablets vernetzt sind – so soll die Zukunft aussehen.",B2
Am Mittwoch gehen sie nach Palma.,A1
"Und es gibt dafür auch eine Erklärung: Abends haben wir nicht mehr so viel Kraft wie am Morgen, wir sind müder und die moralische Kontrolle wird anstrengend.",C1
… und dann sind Sie zurückgekommen?,A2
Dann gehen die Eltern aus dem Haus.,A1
Alltagsthemen als Miniaturwelten Frank Kunert ist Fotograf und Modellbauer.,B1
"Fast doppelt so viele nehmen Stäbchen, und der Rest – mehr als die Hälfte aller Menschen – isst hauptsächlich mit den Fingern.",B2
"Und mit der Rigi-Bahn war es auch für das Bürgertum mit einem Mal möglich, diese technische Neuerung erleben zu können.",C1
"Erhielten die Patienten vor dem ersten Durchgang eine einzelne Dosis D-Cycloserin, beschleunigte sich der Therapie- effekt dramatisch; ein signifikanter Unterschied zur Behandlung mit einem Scheinmedikament war noch Monate später festzustellen.",C2
Als Erinnerung an einen ganz besonderen Ort.,A2
"Und das ist ein Metzger, der zu den Bauern hinfährt, sich die Viecher alle anschaut und dann auch heimlich immer Futter mitnimmt und das untersuchen lässt.",C1
"Und dann kam er wieder und die Sache war so unsachgemäß repariert, man hat ihn da also richtig über ‘n Leisten gezogen, kann man sagen.",B2
Dadurch entstand innerhalb Syriens überall eine Atmosphäre der Angst und Kontrolle.,C2
"Und dass es einen interessiert, dass man noch ein bisschen mehr davon möchte.",B2
Das ist wirklich ganz schön lang!,A1
"Zum Auftakt eines Kurses dürfen die Teilnehmerinnen und Teilnehmer zunächst auswählen, worüber sie lachen wollen: „Wir möchten jetzt von Ihnen eine kurze Einführung.",B2
Als Immobilienhai sieht er sich nicht.,B2
Mark Brandner muss immer mehr Umsatz für Kunden und die Firma bringen.,B1
"Wahrscheinlich kaufen die Deutschen so viel Mineralwasser, weil sie am liebsten Wasser mit Kohlensäure trinken.",C1
Bei Rauchenden klingelt diese Glocke permanent.,B1
"Wenn Menschen auf einem Schiff übers Meer fahren, kann es passieren, dass sie seekrank werden.",B1
"Diese wurde 1949 in Schwabing eröffnet – in Anwesenheit von Politprominenz , Intellektuellen, Vertretern von Universitäten sowie namhaften Autoren wie Erich Kästner.",C1
"Mirkos Mutter sagt: „Hallo Mirko, da bist du ja.",A1
"Nur wenn ich mit meiner Verwundbarkeit meinen Gegenüber antreue, und nur wenn der andere von meiner Verletzlichkeit weiß, kann eine wirkliche Beziehung entstehen.",C2
"Und ein erwachsener Mensch hat dann nur noch so um die 200. Heißt das nun, dass wir einige Knochen verlieren?",B1
"Einige Leute in der Stadt halten auch in ihren kleinen Gärten Hühner, weil sie immer ganz frische Eier wollen.",B1
Aber das ist nicht der einzige Grund: Durch die Steine wird ein Krokodil auch ein bisschen schwerer.,B1
"Heute eröffnet er Möglichkeiten, dass Menschen ihre Augen öffnen, ihre Hände bereitmachen zum Handeln.",B2
"Aber Kopfsalat ohne Dressing, also ohne Salatsoße.",A2
„Es lebe der Sport / Der is’ gesund und mocht uns hoart.,A2
"Es waren die großen Themen, für die sie vor 50 Jahren kämpften.",B2
Sie steht auf und geht zur Haustür.,A1
de“ gibt es seit einem halben Jahr.,A1
"So wie Textilien primär Menschenverpackungen sind, sind Gebäude in dieser Denkweise eine Umverpackung von Menschen, ein Auto eine Transportverpackung für Menschen, ein Schuh eine Fußtransportverpackung und dergleichen mehr.",C2
Tim ist der beste Spieler in seiner Fußballmannschaft.,A2
"Wer den festen Entschluss gefasst hat, das Rauchen endgültig aufzugeben, sollte sich, wie Tobias Rüther empfiehlt, ein inspirierendes Ziel vor Augen halten: So wie ein 1000-Meter-Läufer, der sich bildlich vorstellt, auf dem Siegerpodest Platz zu nehmen.",C2
Sandra steht an der Haltestelle „Kirche“.,A1
"Michael Davis von der Emory University in Atlanta erprobte, ob D-Cycloserin die Wirkung von Psychotherapie verstärkt.",C2
Ich will in den Skiurlaub und das wird bestimmt teuer.,A2
Ich hatte grade eine Delegation da aus Taiwan.,B1
Zu Hause ruft Erna Sofia an.,A1
"Wenn man nun viel davon trinkt, holt sich das Schneewasser die Mineralien aus dem Körper.",B2
Keine alte Dame: die Rigi-Bahn Sie war die erste Bergbahn Europas: die Zahnradbahn auf die Rigi in der Schweiz.,B1
Es ist für mich das erste Mal.,A1
"Allerdings gibt es die nicht nur beim Wortschatz, worauf sich die Begriffe Austriazismen und Teutonismen und Helvetismen beziehen, sondern es gibt auch diese Unterschiede bei der Aussprache, bei den grammatikalischen Strukturen, der Morphologie.",C2
"Ja, die Hälfte des Gehalts geht drauf .",A2
"Bereits in Urzeiten haben Schmerzäußerungen empathisches Verhalten ausgelöst und tun es noch heute: Wer das Gesicht verzerrt oder ausschreit, bekommt in der Regel Aufmerksamkeit, Zuneigung, Hilfe.",C2
Warum sollte man das nicht wahrnehmen.,B1
"Auf dem Tisch stand eine große, schöne Ostfriesenrose-Porzellankanne auf einem Stövchen, daneben ein Schälchen mit Kluntjes und Zange und eines mit Sahne und einem komischen Löffel, dem Rohmlepel.",C2
"Dort schmoren sie, werden in einem zugedeckten Topf mit wenig Flüssigkeit gegart.",B2
Weitere sieben Prozent nutzen etwas ungewöhnliche Methoden: Sie wickeln das Papier um die Hand oder legen Blatt für Blatt aufeinander.,B2
"5

Bis zur Mitte des 19. Jahrhunderts setzt sich das Gaslicht in allen europäischen Großstädten durch - zum ersten Mal wird ein Leuchtstoff industriell erzeugt, gespeichert in Gasometern, verteilt durch ein Leitungsnetz - der Verbraucher ist abhängig vom Lieferanten und es gilt das ökonomische Prinzip 6 ,,Leistung gegen Geld"".",C2
Das alles ist in Gefängnissen nämlich nicht erlaubt.,B1
Dann hält er und die Türen gehen auf.,A2
Autor Wolf Kampmann hält hier oft Lesungen.,A2
Eine davon ist in Bergisch Gladbach in der Nähe von Köln.,A2
"Jeden Tag werden 34,7 Millionen SMS verschickt und 205 Millionen Zigaretten geraucht.",B1
Frank Kunerts kleine Geschichten bieten viel Raum zum Nachdenken.,B2
"Da war auch ein Kunde da, der will noch zwei Sofafüße haben.",A2
"Viele Leute vermenschlichen auch das zu sehr, die Insekten.",B1
Wie sieht die Zukunft der Arbeit aus?,B1
Dort hat sie 20 Jahre gelebt.,A2
"„Nicht Heil: Unheil, Zerstörung und Tod hat er über Millionen Menschen gebracht.",C1
Alles nur ein Spiel für Erwachsene?,B1
"Damit war dann redensartlich alles in Butter, alles war gut.",C1
“„Dann können Sie zum Single-Café kommen.,A2
Dann sieht sie Tim und sagt: „Hallo Tim!,A1
Willi geht aus dem Haus und setzt sich in sein Auto.,A1
"Zum Abschluss sei dies noch nachgeschoben: Es gibt einen Grund, warum die oben skizzierte Entwicklung nicht eintreten könnte und Schulen an einem 1:1-Konzept noch lange festhalten werden: das Kontrollbedürfnis – oft kommuniziert über die Notwendigkeit einer Bewertung.",C2
"„Ja, das sehe ich“, antwortet der Mann.",A1
"Das Smartphone, einst als Mobiltelefon eingeführt, funktioniert bald als Fahrscheinautomat, Bankzentrale, Navigation und Kommunikationsmittel zugleich.",C2
"Dabei vergehen 25 Jahre, bevor Kaugummi biologisch abgebaut ist: ein Problem für jede Großstadt.",C1
Also bittet er seinen Freund Tom um Hilfe.,A2
"Nur in Zusammenarbeit aller Verantwortlichen kann man es schaffen, dass der PC als Lerninstrument Einzug findet, um so die heutige Schülergeneration erfolgreich auf das Berufsleben vorzubereiten.",C2
"Essen unter Zwang gibt es nicht, wie sie sagt: „Unsere Therapie basiert auf Freiwilligkeit, das heißt, wir klären unsere Patienten sehr gründlich vorher auf, wie ‘ne Therapie aussieht und auf was sie sich einlassen bei uns.",C1
"Ich glaube, die Tasche ist noch im Boot“, sagt Alexander laut.",B1
"Der Hunger, Hunger auf der Flucht, Durst, die Kinder haben Durst, zu viele Flüchtlinge, zu wenig Wasser, Verstecken, die Grenze, Angst, Demütigungen, Grenze und Waffen, zu viele Flüchtlinge, meine Kinder, mein kleiner Sohn, er ist elf, er ist kein Kind mehr, seit er sein Zuhause und seine Spielzeuge verlassen hat.",C2
"Nicht weit vom Museum entfernt ist die Wiener Staatsoper , die jedes Jahr Schauplatz des Wiener Opernballs ist.",B2
Die Konstruktion erinnert an traditionelle japanische Papierlaternen.,B2
Spaghetti esse ich jeden Tag zu Hause.,A1
"“ In der Bonner Klinik geht man davon aus, dass die Essgestörten, die zu ihnen kommen, auch wirklich behandelt werden wollen.",C1
"Wenn wir Lehrer untereinander ohne Scheu und falsche Scham die Karten auf den Tisch legen, müssen wir alle zugeben, dass unser Alltag von permanenter Angst begleitet wird.",C2
Er ruft im italienischen Restaurant an.,A2
"Kim Peek, das Vorbild für den »Rain Man« aus dem gleichnami- gen Film mit Dustin Hoffman, kennt über 12 000 Bücher auswendig und kann sich den Inhalt einer Seite in knapp zehn Sekunden vollständig ein- prägen.",C2
Die Bestseller sind seine Selfie-Videos .,A1
Denn Sie feiern nur alle vier Jahre Geburtstag.,B1
"Aber [es ist] auch sehr schön, wenn so ein Lämmchen zur Welt kommt, und [es] zeigt uns so diesen Kreislauf der Natur.",B2
In der Schweiz ist es ein Novum: das Bestattervelo.,B1
Er setzt sich neben Lottas Bett.,A1
"Die zweite Jugendliche hat etwas Praktisches fürs Leben gelernt, nämlich dass es wichtig ist, auf beiden Beinen zu stehen, richtig zu stehen.",B1
Der Tierarzt sieht den Vogel an.,A1
"In der Tasche sind Kleidung, Geld, ein bisschen Brot und Wasser - und ein Handy.",A2
"Zum Beispiel in Argentinien und Mexiko leben viel mehr Menschen mit einem Haustier, nämlich 80 %.",B1
"Hilfreich ist dann, seine Gedanken und Gefühle mit den Partnern zu teilen, sie offen anzusprechen.",B2
"Der Potsdamer Platz wird zum Symbol für das neue, wiedervereinte Berlin.",B2
"Und angeblich organisierten Hausangestellte sogar Streiks, weil sie Hummer nicht öfters als dreimal pro Woche essen wollten.",C1
"Um das zu genießen, brauchen wir Leute, die sich mit Marxismus auskennen .",B2
Der TÜV betreibt in ganz Deutschland mehrere Prüfstellen.,B1
Eine Frau und ein Mann steigen aus.,A1
„Das ist so unverwüstlich .,A1
"Wirkstoffe, die das Lernen för- dern, unterscheiden nicht zwischen positiven und negativen Inhalten, aber niemand wünscht sich, traumatische Erfahrungen länger oder intensiver in Erinnerung zu behalten!",C2
"Jetzt ist Tanja glücklich, denn sie hat ihre Jacke wieder.",A2
"“ Maria, die Mutter Gottes, wird heute nicht nur als Mutter verehrt, die einen Sohn geboren hat.",B2
"Sie weiß also sehr genau, wo es klebt und wo nicht.",B2
"Das kann man, das kann man lernen.",A1
"Friedrich Wilhelm bat seinen Architekten Langhans darum, möglichst viel Öffnung des Brandenburger Tores zu ermöglichen, sodass die Durchsicht natürlich auf den Tiergarten und diese lange Achse Richtung Westen mit diesem westlichen Horizont [geht].",C2
"Und das ist halt der einzige Laden, wo die Pommes eigentlich noch besser sind als in Holland oder Belgien.",B1
“ Klaus Kümmerer und seine Kollegen von der Universität Leipzig experimentieren seit Jahren an solchen Wirkstoffmolekülen.,C1
Und der Körper wird dann schwach.,A2
"Was würde aus den Menschen von einer Maschine, wenn sich jedes Leid auf Knopfdruck beseitigen ließe?",C2
"Wir sind Lena, 22, und Max, 25, und vielleicht bald deine neuen Mitbewohner.",A2
Interessanterweise spielen kulturelle Unterschiede bei dieser Entscheidung fast keine Rolle.,C1
Am Samstag hat sie auch Zeit.,A1
Die Drei kommen im Park an.,A1
"Es kann passieren, dass die Zähne nach dem Essen von Rhabarber pelzig werden.",B2
Laura geht mit ihrem Freund Kilian ins Kino.,A1
Diese Bücher werden bei uns als Teil des Kulturerbes gesammelt.,B2
Hobby-Kletterer Thorsten macht sich mit einer Begleiterin auf den Weg.,A2
"Sie müssen bedenken, dass durch dieses Brühverfahren gerade feine und sehr zart entwickelte Aromen der Kaffeebohne sehr, sehr gut herausgearbeitet werden können.",C1
"Im Verlauf ihrer Forschung entdeckten sie eine bemerkenswerte Erkenntnis, wie Andreas Hänel erklärt: „Nebenher führten wir auch indirekte Untersuchungen durch, indem wir beispielsweise den Energieverbrauch für Beleuchtung intensiv analysierten.“",C2
Die Eltern müssen einen Antrag stellen.,A2
"„Nein, ich war dort zusammen mit meinem Schulfreund Lukas.",A2
Aber dann gibt es ein Problem.,A2
"Bis vor wenigen Jahren galt als sicher, dass die Anzahl der Nervenzellen, mit denen man zur Welt kommt, im Lauf des Lebens ständig abnimmt.",C2
"abgebildet, die den kleinen Inselstaat repräsentiert.",A2
"Im Zentrum erleben wir den Ort, der Geschichten erzählt, der nicht zuletzt Identität generiert.",C2
"Für die regelmäßigen Treffen der Lokalgruppe, der sogenannten „Convivie“, stellt Ferdinand – selbst langjähriges Slow-Food-Mitglied – den Gleichgesinnten auch gerne seine Räumlichkeiten zur Verfügung: „Ich bin mehr oder weniger auf ‘m Land auch großgeworden und hab’ noch im Hinterkopf zumindest, fast auf der Zunge, wie eine richtige Milch schmeckt und keine aus der Tüte.",C1
"Und wer Leitungswasser trinkt, spart Geld, Energie und unnötige Verpackung.",B2
"Man schafft Illusionen im Studio, [und] die dann eigentlich so wirken, als sei es echt .",C1
Nach vier Stunden hält der Zug in Paris.,A2
Er lebt im westdeutschen Boppard am Rhein.,A1
"Sie können dort morgen frühstücken und dann schwimmen gehen“, antwortet Herr Fink.",B1
Und was kaufen sich die Kinder am liebsten für ihr Taschengeld?,B1
Mit guten Vorsätzen kann man sein Schicksal aber auch selbst bestimmen.,C1
"Die Pracht des Gebäudes, seine Höhe und die Figuren an den Säulen , das ist wirklich spektakulär .",B2
Seit Ende des Zweiten Weltkriegs ist Breslau ein Teil Polens.,B1
Lottas Vater will mit ihr zum Arzt gehen.,A2
Darüber hinaus können vor die Lok noch Waggons im alten Stil angekoppelt werden.,B2
Seit vier Uhr in der Früh steht der Schäfer zusammen mit einer Auszubildenden und seinem Sohn im Stall und kümmert sich um die Neugeborenen.,B2
"Weil sonst immer Pommes irgendwie bei einer Currywurst daneben als Beilage ist [sind], oder beim Burger.",B1
"Das wird dann vielleicht ein Buch, aber vor allen Dingen hör’ ich erst mal zu.",B1
Vor dem Haus steht ein Auto.,A1
Er sitzt allein auf einer Bank.,A1
"Ehret die Mutter, dann ist alles in Butter.",B2
Helle Nächte in der Stadt Großstädte in Dunkelheit?,A2
"“ Gabriele Weishäupl erklärt, dass Ludwig II.",A2
"Entschädigung gibt es nur, wenn der Wolf als Täter eindeutig nachgewiesen wird.",C1
"Am häufigsten werden die Gesichtsfarbe, die Augenfarbe und die Augenform verändert.",B2
"“ Fast alle Risiken des Rauchens, selbst das, an Lungenkrebs zu erkranken, dezimieren, verringern sich also.",C1
"Es geht also um Fundamentales wie Dialoggestaltung, Technik der Beschreibung, Erzählperspektiven, um die grundlegenden Werkzeuge der Sprache.",C2
Und mit Zielen können wir Menschen super arbeiten – mit positiven Zielen.,B1
"Es enthält außerdem viele Pflanzeninhaltsstoffe, die sogenannten Mikronährstoffe, welche Entzündungen hemmen und den Stoffwechsel ankurbeln.",C1
"So richtig als Wiesn-Kleidungsstück setzte es sich erst spät durch, erzählt Egger: „Das erste Werbeformat, das ich gefunden habe, war von Lodenfrey , und das ist eigentlich erst aus den [19]70er Jahren so.",C1
"Die ursprünglich im Jahr 1946 präsentierten Werke bildeten später nicht nur den Grundstock der Jugendbibliothek, sondern stellten auch einen bedeutenden kulturellen Beitrag dar.",C2
Die Touristen machen dann z. B. Fahrradtouren.,A1
Am Montag fliegen die Zwei von Hamburg nach Mallorca.,A2
"Während sie auf dem Land bei gutem Wetter auch einen Sternenhimmel sehen, kann das in großen Städten sehr schwierig sein.",C1
"Damit das nicht passiert, warnt uns das Durstgefühl: Wenn wir beim Sport schwitzen oder zu salzig essen, dann wird unser Mund trocken und wir wissen, dass wir Flüssigkeit trinken müssen.",B2
Eine Woche werden sie hier sein.,A1
"Ein beliebiger Forscher aus Stanford, London oder Berlin wird mit einer der folgenden Personen konfrontiert, die seine Intelligenz einschätzen sollen: a) mit einem Inuit aus Grönland, b) mit einem Indio aus dem Amazonasbecken, c) mit einem Seefahrer aus Polynesien.",C2
Warum trennen sich Ehepaare heute später?,B1
"Toller Mann, toller Sänger, toller Entertainer !",A1
"Die Chinesen lässt der Krawall kalt , sie sind ja zum Glück für die Demonstranten hier in Trier nicht zuständig.",C1
"Fernsehen ist, in einem Wort, das Medium unseres Alltags: ein ""Lebensmittel"" der Moderne.",C2
"Wer dezente Zurückhaltung langweilig findet, kann mit dem Rock 'n' Roll-Trend diese Weihnachten nicht falsch liegen .",C1
"Nannten sie eine möglichst hohe Zahl, dann bekamen sie mehr Geld.",B2
"Der Nachbar nimmt den Deckel ab, und ich sehe, wie es rauskommt, alles kommt raus, was ich loswerden wollte, alles ist wieder da, kommt zu mir zurück, die Angst, die Bomben, Flugzeuge, Homs, meine Stadt, meine Heimat, Bomben, Angst, August 2013.

Die Schmerzen und die Angst im Nacken, ich starre in den Himmel, die Sonne scheint, Bombenwetter, die Bomber kreisen und kreisen über Homs, die Piloten halten Ausschau, wo sie ihre teuren Bomben auf uns Syrer abwerfen sollen, das Preisleistungsverhältnis von Bomben zu Opfern muss stimmen.",C2
Trier ist nicht das neue Karl-Marx-Stadt.,B1
Nach 10 Minuten verabschiedet sich Paul wieder und geht aus dem Haus.,A2
"Die Chefin, Frau Müller, zeigt ihm die Küche und erklärt alles: „Hier sind die Tassen, dort ist die Kaffeemaschine und hier stehen die Kuchen.",A2
Von der EZB wechselte er nach Berlin ins Bundesarbeitsministerium .,B2
"Etwas, das sie sich auch für alle Nachrichtenproduzentinnen und -produzenten wünscht: „In erster Linie können sich die Journalisten und Journalistinnen immer auch fragen: ‚Was jetzt?",C1
Auf dem Foto sitzt ihre Oma auf einer Bank.,A1
"“

„Muss ich nicht sehr kreativ sein?",A2
"Bayern ist das beliebteste Reiseziel Deutschlands, und die bayerische Lebensart ist weltweit bekannt.",B2
"Wer es mit dem sportlichen Ehrgeiz aber übertreibt, erhöht das Verletzungsrisiko und muss manchmal sogar den Sport an den Nagel hängen.",C1
Im Durchschnitt bezahlen sie 15. 000 Euro.,A2
"Er wollte so viele Unterlagen, da denkt man sich auch: Ich will mir hier keine Villa anmieten .",B1
Tims Platz hat die Nummer 23. Er ist am Fenster.,A1
Sie haben dann ihren Privatjet am Flughafen stehen.,B1
"Die Deutschen machen mit Rhabarber gerne Kompott, Marmelade oder Kuchen.",B1
"Sie kamen aus den fünf Oberliga-Klassen, der bis dahin höchsten Spielklasse im westdeutschen Fußball, denen Klubs aus den Regionen Süd, Südwest, West, Nord und Berlin angehörten.",C2
"Auch Dünen , Salzwiesen und Sandbänke gehören zur Schutzzone .",B1
"Das sind solche kleinen … kennt ihr vielleicht, so Churros aus Spanien?",A2
"Wir haben versucht, gemeinsam mit Kollegen ein solches ökoeffektives Konzept am Oberlin College umzusetzen.",C2
Diese sogenannte „Ehrenpatenschaft“ hat nur symbolischen Charakter.,C1
“ Lederhosen und Dirndl gehörten also ursprünglich gar nicht zum Oktoberfest- Outfit .,B1
Wir wollen diesen Tag … uns immer wieder daran zurückerinnern .,A2
"Die Tatsache, dass dann doch Frauen zu den Spielen zugelassen wurden, dass die Spiele für sie geöffnet wurden wie eine geschlossene Tür, soll – so Manfred Lämmer – ein Grund für seinen Rücktritt als langjähriger IOC-Präsident im Jahr 1925 gewesen sein.",C2
Willi bringt seinen Koffer in die Wohnung.,A1
Manche von ihnen kommen schon seit Jahren die 40 Kilometer aus der Stadt nach Hohenbercha.,B1
"Paul schreibt, er liebt besondere Tiere.",A1
Verschicken Sie doch mal QR-Einladungen …,B1
"Nicht ganz so fettig, aber genauso lecker … mindestens.",B1
"„Wir werden das Fahrrad finden“, sagt die Polizistin.",A2
"Der Name „Natürli“ ist Programm , betont eine Unternehmenssprecherin: „Es ist uns wichtig, dass wir regionale Milch in unserem Käse verarbeiten.",B2
"Doch bis dahin gilt es, einiges zu beachten.",B2
"Sport zu treiben, bedeutet auch immer, ein Risiko einzugehen.",B2
Drehplatz für die Videos ist eine Einfamilienhaussiedlung in der Nähe von Karlsruhe.,B1
"Sie sehen ’ne frische Wolfs fährte , die ist von letzter Nacht, wenige Stunden alt.",B1
"Ja, und leider halten Ehen nicht ewig: Im Schnitt lassen sich Ehepaare heute nach 14,8 Jahren scheiden.",B2
"Doch zurück zu den Anfängen, bevor Wilhelm Busch zum Eigenbrötler wurde: Als junger Mann hatte er zunächst Maschinenbau studiert, sein Traum war es aber, Maler zu werden.",C1
Diese Tradition ist schon über 400 Jahre alt.,B1
"Interessanterweise beteiligten sich ausschließlich Griechen an der Veranstaltung, was auf die kulturelle Besonderheit dieser Zusammenkunft hinweist.",C2
Die vier Pferde werden von der römischen Siegesgöttin Victoria gelenkt.,C1
"Kirchenhistoriker vermuten, dass es den Mensch gewordenen Sohn Gottes mit all seinem Leid und Schmerz charakterisiert – ein Gleichnis, das seine irdische Existenz in all ihren Facetten widerspiegelt.",C2
"Ja, schon, aber letztendlich sind es dann doch wieder die Lehrer, die “Pauker”, die die Sache nicht in den Griff kriegen, sich zu wenig Mühe geben oder gar für ihren Beruf nicht geeignet sind.",C2
"Wir haben keine Sehnsucht mehr nach unserer jetzigen Heimat, wir haben Sehnsucht nach den Erinnerungen, nach der Vergangenheit.",C2
"Als er 1937 geboren wurde, war seine Mutter June gerade 17 Jahre alt und arbeitete als Tänzerin.",B2
Moritz ist ein bekannter Wintersportort in der Schweiz.,A2
Er hat die besten Fans der Welt.,A1
"Für einen guten Schnitt ist unter anderem notwendig, die Spielszenen so aufeinanderfolgen zu lassen, dass es dem Betrachter nicht langweilig wird.",C1
Unter welchen Voraussetzungen ist ihr Gebrauch gerechtfertigt?,C2
"Was haben diese Heimatländer an sich, dass wir mit Sehnsucht, Traurigkeit und Erinnerungen überfordert und belastet sind?",C2
Kennen Sie die deutsche Stadt Essen?,A1
"Und notwendig für einen qualitativ guten Film ist vor allem, Regeln und Strukturenzu beachten.",B2
"Dadurch gibt es [die] Möglichkeit, sich kulturell auszutauschen, und das ist ein sehr guter Weg, die auch teilweise gemeinsame Geschichte zu bearbeiten , besser [zu] verstehen und auch die Zukunft neu [zu] gestalten.",C1
"Sowohl das Vergnügen als auch das Verlangen nach Speisen schwindet gänzlich, während die Wahrnehmung des Hungergefühls vollständig erlischt.",C2
Moritz und die frische Bergluft allemal .,A2
"Wir entwickeln das Haus, wir machen eigentlich das gesamte Objekt wohnlicher .",B1
Fortan wurde alle Jahre wieder gefeiert.,A2
"„Tut mir leid, das Kartenlesegerät ist kaputt.",A2
"Zu den Marktführern gehören die Konzerne Nestlé und Jacobs Douwe Egberts, Lavazza und Tchibo.",B2
Die zweite hier zu skizzierende Architekturstrategie betrifft den Umgang mit der alten Stadt.,C2
In vielen Ländern gibt es überhaupt keine Regelungen .,B1
Diese Frage haben 2. 018 Menschen in Deutschland beantwortet.,A2
